nodenumber,x-coordinate,y-coordinate,temperature,hole_size,leak_status
14988,-1.243385,1.719887,329.445643,20mm,1
14989,0.958290,-0.130232,300.219674,30mm,0
14990,-2.976490,2.996764,298.034159,30mm,0
14991,-0.489319,-0.932629,299.586853,40mm,0
14992,-0.849097,-0.116922,302.555162,30mm,0
14993,-0.927115,1.818071,303.976371,20mm,0
14994,-2.469690,1.193693,299.258070,40mm,0
14995,-0.022334,-1.526500,296.969106,30mm,0
14996,1.012588,1.330703,342.382013,40mm,1
14997,-0.312345,2.107693,300.141662,20mm,0
14998,-0.426204,2.756011,299.968202,30mm,0
14999,0.999265,0.649899,314.372633,40mm,1
15000,0.820005,-0.935380,332.793753,20mm,1
15001,2.229138,-1.099625,323.900667,30mm,1
15002,1.241575,-1.066833,300.207732,20mm,0
15003,-1.381222,1.159559,333.667287,30mm,1
15004,-2.546498,2.708539,301.173361,30mm,0
15005,-1.560515,0.148938,324.606732,25mm,1
15006,-2.512705,1.457924,310.000000,20mm,1
15007,2.829196,-1.011918,300.907408,30mm,0
15008,-1.235396,1.591446,324.471122,30mm,1
15009,2.950797,-0.713454,343.776136,40mm,1
15010,0.151236,2.342499,303.234404,30mm,0
15011,2.518755,-2.430905,304.231863,20mm,0
15012,1.044407,-2.107846,300.212104,25mm,0
15013,2.513137,-2.936285,295.595480,30mm,0
15014,-2.874266,-0.253865,336.896702,20mm,1
15015,0.041887,-0.920065,303.412257,40mm,0
15016,-0.291078,2.653682,321.618680,30mm,1
15017,1.325639,1.236474,327.988246,30mm,1
15018,-1.574175,1.369298,303.857057,20mm,0
15019,0.739545,0.997832,300.498572,20mm,0
15020,1.492408,1.855502,318.747425,25mm,1
15021,-2.167100,-2.525804,299.626139,30mm,0
15022,1.903240,1.649267,313.185915,20mm,1
15023,0.974981,-0.772634,300.542746,25mm,0
15024,1.237395,1.695909,298.866501,40mm,0
15025,-2.440439,2.525317,299.078911,30mm,0
15026,-2.509889,-1.232447,301.294994,40mm,0
15027,-0.972591,2.989048,297.533776,30mm,0
15028,2.070965,-2.456308,334.429751,20mm,1
15029,1.839588,-2.113861,336.777040,30mm,1
15030,0.699929,-0.770378,330.494066,20mm,1
15031,2.599806,0.828836,299.146018,25mm,0
15032,0.690560,-0.314721,298.789909,20mm,0
15033,-2.844370,-1.695436,301.739613,25mm,0
15034,-1.237519,2.870041,298.631443,40mm,0
15035,-1.043577,-2.198650,297.362770,30mm,0
15036,-2.658957,2.870967,300.324072,25mm,0
15037,0.780475,-1.772983,330.841982,30mm,1
15038,-0.402020,0.861198,340.382149,20mm,1
15039,-0.384240,-0.680746,302.584290,25mm,0
15040,1.360536,-1.171822,300.435046,30mm,0
15041,1.421347,-0.466715,316.947921,40mm,1
15042,-0.043498,-1.780467,320.996982,30mm,1
15043,2.719754,1.052128,303.605476,20mm,0
15044,-0.939936,-1.043597,325.416001,30mm,1
15045,-2.545603,1.291458,302.824608,25mm,0
15046,1.867497,-0.888984,326.414044,25mm,1
15047,1.030253,1.375859,298.535490,25mm,0
15048,-1.576094,-1.268002,301.857896,25mm,0
15049,-1.350828,-0.383992,310.000000,25mm,1
15050,1.379990,-1.892928,297.854259,40mm,0
15051,-2.889378,2.822313,324.771419,20mm,1
15052,-2.337409,-1.264875,301.850128,40mm,0
15053,0.794828,1.232879,318.856624,20mm,1
15054,1.989328,2.028553,301.267966,40mm,0
15055,-2.720210,-1.285052,304.306147,30mm,0
15056,-2.254150,0.043679,301.421702,30mm,0
15057,-1.877799,0.457349,338.124619,25mm,1
15058,1.919749,1.101926,299.119476,20mm,0
15059,-1.626547,-0.590235,327.592141,20mm,1
15060,0.982227,-0.713397,299.109990,40mm,0
15061,2.254302,1.808501,304.488585,25mm,0
15062,2.456863,2.021421,300.574569,25mm,0
15063,1.165812,0.710517,318.775892,20mm,1
15064,-0.981956,1.637601,300.098239,30mm,0
15065,1.604834,-1.204056,314.248212,20mm,1
15066,-0.164525,2.393045,299.795223,30mm,0
15067,-0.096736,2.385194,300.678351,40mm,0
15068,0.935692,-2.280956,295.000000,40mm,0
15069,1.349633,-1.285470,316.476344,30mm,1
15070,-0.854749,-2.768770,312.467274,40mm,1
15071,-2.210107,0.726917,331.257059,40mm,1
15072,2.031696,-1.743489,321.715565,30mm,1
15073,1.834791,-0.318459,295.784150,40mm,0
15074,2.241206,-1.581151,300.365810,25mm,0
15075,-1.658425,2.779335,302.725360,40mm,0
15076,1.965487,-0.433985,298.553148,25mm,0
15077,-1.703940,2.475898,339.105754,40mm,1
15078,-2.670216,0.443848,300.158142,30mm,0
15079,-1.540775,1.747272,341.666137,20mm,1
15080,2.975327,1.685624,318.625238,25mm,1
15081,-2.254574,-0.609665,327.139393,30mm,1
15082,1.790721,1.243370,298.431491,20mm,0
15083,-1.876272,-2.096057,325.223437,20mm,1
15084,-2.803525,0.578483,325.552229,20mm,1
15085,1.235440,-0.638020,298.981961,20mm,0
15086,0.656324,0.497135,318.667725,25mm,1
15087,-0.549073,-2.411240,300.910224,30mm,0
15088,-0.168372,2.116420,295.000000,40mm,0
15089,-1.514123,-1.890002,296.073197,40mm,0
15090,2.192225,-2.739190,301.402439,20mm,0
15091,-1.270786,2.239027,324.041627,25mm,1
15092,0.779640,1.716517,303.985117,20mm,0
15093,2.616929,1.176179,303.140997,25mm,0
15094,1.004107,-2.736919,300.312196,30mm,0
15095,-1.539700,-2.882824,299.549591,25mm,0
15096,0.349799,1.259399,302.877080,40mm,0
15097,2.003288,-2.112997,298.580093,40mm,0
15098,-0.001979,1.480481,298.204420,20mm,0
15099,0.872636,0.651348,341.781823,40mm,1
15100,-2.122057,-0.756783,321.366471,25mm,1
15101,-2.030485,0.463636,320.121541,30mm,1
15102,-1.341823,0.395464,323.804164,25mm,1
15103,0.344080,-0.917795,332.587491,25mm,1
15104,-2.458600,-1.417250,326.319079,25mm,1
15105,1.826968,1.636857,300.496271,30mm,0
15106,-2.138283,1.339248,310.000000,20mm,1
15107,2.834768,0.108063,301.901620,40mm,0
15108,1.102035,2.876255,296.692385,30mm,0
15109,1.377889,0.162709,299.617387,20mm,0
15110,0.387757,-0.806103,302.297827,20mm,0
15111,2.937889,1.671306,310.000000,20mm,1
15112,-2.190566,0.064388,303.261890,40mm,0
15113,2.626425,1.674824,303.085251,20mm,0
15114,-0.891524,1.857359,302.847797,30mm,0
15115,-1.731441,0.731219,324.387224,30mm,1
15116,0.070525,0.893166,321.658799,40mm,1
15117,2.531566,2.324911,301.824897,25mm,0
15118,1.488725,-1.866429,302.441403,20mm,0
15119,-0.013461,-0.941307,304.709360,25mm,0
15120,-1.882402,-1.023650,320.272839,40mm,1
15121,0.462149,-1.703318,329.529672,25mm,1
15122,2.897611,-1.907966,339.475240,20mm,1
15123,1.064168,-1.358229,348.940219,30mm,1
15124,0.702091,-1.656481,323.020069,30mm,1
15125,-1.734871,0.352805,300.901209,25mm,0
15126,-0.240573,-2.884576,322.062990,25mm,1
15127,-1.925016,2.346841,300.976779,40mm,0
15128,2.807020,-1.018815,326.544903,20mm,1
15129,-2.404240,1.210529,299.637825,25mm,0
15130,0.925724,-1.260060,297.918344,30mm,0
15131,1.297863,-0.447673,299.573497,40mm,0
15132,-1.388330,-0.032976,302.139757,40mm,0
15133,1.842471,-1.743793,301.303244,40mm,0
15134,1.423668,-1.756061,316.718464,20mm,1
15135,-1.034600,-0.177503,330.158271,20mm,1
15136,1.799424,2.106075,301.953604,40mm,0
15137,1.540381,-0.346237,301.362220,40mm,0
15138,-1.059552,0.384844,300.402469,40mm,0
15139,-0.957680,1.450557,300.904576,25mm,0
15140,1.919801,1.322332,317.021679,20mm,1
15141,0.568812,-1.428744,332.806670,30mm,1
15142,-0.865965,0.752782,315.162690,30mm,1
15143,-1.051923,0.934690,310.000000,20mm,1
15144,1.473416,0.571378,316.019056,40mm,1
15145,-1.234318,-1.257344,317.942031,20mm,1
15146,-1.661609,-1.119021,340.566681,40mm,1
15147,-0.258672,-0.149350,305.095899,40mm,0
15148,-1.672340,-2.031498,299.049640,20mm,0
15149,1.057252,1.253807,332.834499,25mm,1
15150,-2.668006,-1.811216,299.808615,20mm,0
15151,-2.490552,-0.688748,334.993859,25mm,1
15152,-0.695886,2.126397,299.521788,40mm,0
15153,-0.701391,2.013424,306.111204,30mm,0
15154,1.460980,0.271812,318.033609,40mm,1
15155,-2.369984,-1.306292,327.305745,20mm,1
15156,2.075010,2.225421,315.785483,30mm,1
15157,1.613986,-1.957954,322.162193,30mm,1
15158,1.144206,0.204166,305.199368,30mm,0
15159,-1.222063,-0.249737,324.230202,20mm,1
15160,-0.545137,-1.475873,302.459708,25mm,0
15161,1.035111,1.514247,298.484957,20mm,0
15162,-0.795656,-2.477897,304.044898,20mm,0
15163,0.682620,-1.781158,330.268683,30mm,1
15164,-1.527273,1.305368,302.200651,40mm,0
15165,1.800290,0.399355,330.668822,30mm,1
15166,1.483661,-1.431299,324.129143,40mm,1
15167,2.497690,-1.634065,327.352821,25mm,1
15168,0.610065,-0.895797,311.525989,20mm,1
15169,-1.606724,2.397447,301.046046,20mm,0
15170,0.380179,2.661332,301.232435,30mm,0
15171,1.373354,-0.868311,299.638647,20mm,0
15172,2.685742,-0.148975,300.306216,25mm,0
15173,0.591999,-0.192624,332.170635,30mm,1
15174,0.780904,0.320126,327.737864,20mm,1
15175,1.988374,-1.147400,322.617334,40mm,1
15176,-2.385853,-0.459386,340.549734,25mm,1
15177,-1.153225,2.482731,302.204665,25mm,0
15178,0.686166,-2.265436,300.658607,20mm,0
15179,-0.869209,-0.557014,299.521513,25mm,0
15180,-2.809036,-2.382882,318.050938,30mm,1
15181,1.266731,-2.688203,304.920456,20mm,0
15182,-2.431017,-0.918858,298.525873,20mm,0
15183,-1.371048,2.425460,303.378874,30mm,0
15184,-0.515424,1.081453,303.261875,20mm,0
15185,-1.465099,1.161626,304.454299,30mm,0
15186,-0.404033,0.335690,329.724095,40mm,1
15187,-0.416824,-2.144435,303.816763,20mm,0
15188,1.392906,1.476768,338.681994,40mm,1
15189,-2.868819,2.464175,303.223677,30mm,0
15190,1.605406,-0.500973,299.729650,30mm,0
15191,1.113997,0.694426,315.246429,40mm,1
15192,-1.569024,-0.083514,333.368947,20mm,1
15193,0.452047,1.029333,322.701129,25mm,1
15194,2.077909,-1.707386,310.000000,25mm,1
15195,1.976583,-2.176806,313.356862,30mm,1
15196,1.374965,1.913511,314.980669,25mm,1
15197,2.533198,-2.089760,304.398463,30mm,0
15198,0.283425,-1.612945,304.666106,40mm,0
15199,-0.386970,-2.565909,302.806687,30mm,0
15200,-1.233083,1.209002,322.326367,20mm,1
15201,-2.821294,-0.552715,334.457121,25mm,1
15202,0.695063,-1.246023,303.903758,20mm,0
15203,0.594104,-1.634758,324.640949,40mm,1
15204,0.984754,-0.440449,300.268286,20mm,0
15205,0.704096,-0.638017,316.228402,20mm,1
15206,1.283568,-2.840399,299.098553,20mm,0
15207,-1.974678,1.037542,299.511274,40mm,0
15208,-0.373410,-1.137775,298.399516,30mm,0
15209,2.679832,2.523211,299.067916,25mm,0
15210,-2.607803,-0.074573,298.992053,40mm,0
15211,0.736246,-1.923116,335.885282,20mm,1
15212,0.728605,0.004483,310.000000,25mm,1
15213,1.167731,0.136015,325.689207,30mm,1
15214,-1.587171,-2.173630,303.644503,20mm,0
15215,0.697211,2.569056,297.206865,40mm,0
15216,1.320667,-0.086604,300.875454,30mm,0
15217,-0.243924,1.907781,302.141720,30mm,0
15218,0.847376,1.693373,300.569481,25mm,0
15219,-0.132738,-1.659034,301.702980,25mm,0
15220,0.019257,-2.915522,302.411973,30mm,0
15221,2.023054,-2.908962,302.651222,20mm,0
15222,2.241333,-1.023732,300.812684,40mm,0
15223,-1.074018,0.156564,300.270603,40mm,0
15224,1.866166,-2.363974,325.689293,20mm,1
15225,1.546944,-0.647320,298.023226,20mm,0
15226,0.471616,0.310172,317.777617,30mm,1
15227,2.849380,-2.300736,300.664878,25mm,0
15228,-2.885740,1.394728,302.247208,20mm,0
15229,-2.619588,-1.207795,302.118466,30mm,0
15230,-0.335203,-0.384953,301.143439,40mm,0
15231,0.194392,2.392158,300.665931,30mm,0
15232,1.434090,2.900702,320.706581,30mm,1
15233,1.840870,2.797864,299.096361,25mm,0
15234,-0.977981,1.973300,301.192055,20mm,0
15235,2.478419,-2.357211,300.475752,25mm,0
15236,-1.777083,-1.052614,298.058255,40mm,0
15237,1.386564,1.543414,326.847565,20mm,1
15238,-0.593594,-1.181377,298.540130,30mm,0
15239,2.128301,-2.189796,347.749699,30mm,1
15240,2.264406,2.477422,300.306456,20mm,0
15241,-2.857702,-2.521265,304.108571,30mm,0
15242,2.591416,0.076339,302.944338,20mm,0
15243,0.345308,-0.093516,330.284111,20mm,1
15244,-2.927444,-0.228205,300.488993,30mm,0
15245,-0.539462,1.849277,299.912017,25mm,0
15246,2.129844,2.295359,299.435807,25mm,0
15247,2.457153,1.967222,298.926699,30mm,0
15248,0.922668,-0.677700,306.729778,25mm,0
15249,1.903524,0.648252,320.454235,30mm,1
15250,-2.778640,-1.681196,299.966378,30mm,0
15251,1.587816,-2.960902,299.563017,25mm,0
15252,0.489050,-2.218864,299.653038,40mm,0
15253,1.232765,-0.434392,304.633152,40mm,0
15254,-2.468877,1.389588,299.500614,40mm,0
15255,1.485401,-1.164534,324.952149,20mm,1
15256,2.807629,-1.046306,324.484613,40mm,1
15257,1.911897,0.741943,299.879606,30mm,0
15258,-0.073502,-1.461038,310.000000,40mm,1
15259,0.313290,0.345967,299.581382,30mm,0
15260,1.465117,0.191891,301.775172,25mm,0
15261,0.694561,0.645115,330.748685,30mm,1
15262,-1.285299,-1.780661,300.871516,40mm,0
15263,-0.700490,0.249747,310.648259,30mm,1
15264,-0.545186,1.197051,313.888370,40mm,1
15265,-1.320422,-1.633138,302.086350,40mm,0
15266,0.835577,-2.549142,299.366343,40mm,0
15267,0.474501,0.323571,337.026468,40mm,1
15268,1.639815,1.899832,334.232676,20mm,1
15269,1.723835,0.508900,325.502288,20mm,1
15270,0.998466,0.894642,320.373333,30mm,1
15271,-1.999360,-0.193106,313.482875,25mm,1
15272,2.328750,1.297665,335.399265,30mm,1
15273,-1.801074,1.866097,300.724088,25mm,0
15274,0.203252,0.299765,325.974701,30mm,1
15275,1.989838,0.938990,300.055988,20mm,0
15276,-1.746704,-0.787757,302.503017,40mm,0
15277,1.306220,0.667833,301.439184,20mm,0
15278,0.166603,-2.150718,338.151763,20mm,1
15279,-2.868822,-2.510628,328.905400,20mm,1
15280,-2.375328,0.687515,314.235071,25mm,1
15281,-2.727736,-2.360780,300.826335,40mm,0
15282,1.500965,1.160405,300.574036,25mm,0
15283,0.170693,0.938868,300.281477,40mm,0
15284,-1.140155,-0.742283,305.195463,40mm,0
15285,1.136546,0.570984,313.060977,40mm,1
15286,-1.456057,-2.215445,320.549674,30mm,1
15287,-2.737362,-2.238438,301.305621,30mm,0
15288,-0.148865,-1.151242,301.686340,25mm,0
15289,-1.266036,1.637314,334.615892,30mm,1
15290,-0.873456,-0.713119,301.358566,40mm,0
15291,-1.516938,-1.446107,300.563222,30mm,0
15292,2.115285,2.627791,300.508834,40mm,0
15293,-2.892706,-0.637355,320.369743,20mm,1
15294,-1.528371,0.680449,319.033617,20mm,1
15295,2.017481,1.005921,330.817170,30mm,1
15296,-0.574172,-1.617476,303.282677,25mm,0
15297,-2.880187,0.330427,313.490570,40mm,1
15298,1.379933,0.022915,322.782993,25mm,1
15299,1.306431,-1.570777,338.893932,40mm,1
15300,-2.353270,0.249957,300.842419,30mm,0
15301,-1.592400,1.371386,326.666561,20mm,1
15302,-2.055538,1.412442,324.665250,25mm,1
15303,0.828618,-1.838409,298.523216,40mm,0
15304,-0.796588,0.733427,300.297304,30mm,0
15305,2.799351,2.668244,298.184865,30mm,0
15306,1.001453,-1.752307,316.295195,40mm,1
15307,0.736480,-0.578859,301.117215,25mm,0
15308,-1.526211,-2.344323,304.295493,30mm,0
15309,-0.097778,2.739639,297.243939,30mm,0
15310,2.236946,-1.401721,300.898520,40mm,0
15311,2.410644,-1.779164,300.841189,20mm,0
15312,-1.353527,0.968667,338.457634,20mm,1
15313,-1.255801,-0.488197,299.236679,20mm,0
15314,-0.568284,-0.961857,317.736077,40mm,1
15315,-0.539459,0.643928,333.395834,30mm,1
15316,-0.703256,1.852807,300.576966,20mm,0
15317,1.731127,0.428963,321.094874,30mm,1
15318,0.698722,0.662630,324.053210,20mm,1
15319,1.729276,-1.385083,333.369423,40mm,1
15320,1.220597,0.628326,327.182507,25mm,1
15321,2.278726,-1.170814,335.447484,30mm,1
15322,-0.174942,-1.764273,300.091841,30mm,0
15323,1.422484,2.282445,327.273284,40mm,1
15324,0.111878,1.674572,300.628176,25mm,0
15325,1.451293,1.097627,301.026733,20mm,0
15326,2.897935,1.000777,299.185120,30mm,0
15327,-0.543726,1.636838,307.883074,30mm,0
15328,1.807185,-0.746530,336.243160,20mm,1
15329,-1.103904,1.145344,312.948893,20mm,1
15330,-1.224003,-0.737137,329.293231,40mm,1
15331,-0.902651,2.621814,300.306379,25mm,0
15332,2.773065,-1.882123,325.819650,40mm,1
15333,-1.089354,-2.479015,303.207561,20mm,0
15334,0.115347,0.646516,297.853738,30mm,0
15335,-0.348797,-1.532268,301.734203,40mm,0
15336,0.744829,2.864523,303.203404,20mm,0
15337,-0.042725,1.128223,303.730139,25mm,0
15338,-1.727740,0.129249,299.478520,20mm,0
15339,-0.419013,-2.888448,302.025379,20mm,0
15340,1.171678,-1.335016,322.332356,20mm,1
15341,-0.594666,-0.226989,325.977479,20mm,1
15342,-1.412450,-0.971186,329.613558,20mm,1
15343,-1.956977,-0.483602,316.884947,40mm,1
15344,-0.128815,-1.720290,310.000000,25mm,1
15345,-1.442649,-1.739794,328.411696,25mm,1
15346,-2.606576,-1.228048,304.698261,30mm,0
15347,-1.558193,-1.192074,325.295313,20mm,1
15348,-2.393409,2.363631,302.699850,20mm,0
15349,-0.012785,2.050852,303.393262,25mm,0
15350,1.684866,-1.225537,310.000000,30mm,1
15351,1.981319,-0.616899,302.777400,40mm,0
15352,-2.911925,0.962952,304.460250,20mm,0
15353,-1.322434,0.424462,303.942502,30mm,0
15354,0.281549,-1.886237,330.620030,30mm,1
15355,1.047676,2.481352,297.936364,40mm,0
15356,2.489186,-0.779048,302.206181,30mm,0
15357,2.162500,2.200312,301.244020,20mm,0
15358,-0.760954,0.581389,326.137038,20mm,1
15359,-1.342691,1.270330,303.837311,30mm,0
15360,-2.710624,-0.202108,345.805843,40mm,1
15361,0.595761,-0.141970,305.549429,40mm,0
15362,-0.561601,1.383360,298.795454,40mm,0
15363,-2.468397,-1.676328,300.515851,20mm,0
15364,0.069117,1.240126,301.858886,40mm,0
15365,-1.983636,0.577909,326.060991,20mm,1
15366,1.071547,-0.219357,312.818438,25mm,1
15367,-2.981335,0.292635,302.613462,20mm,0
15368,-2.433298,2.686441,347.292985,25mm,1
15369,-0.290154,0.607766,303.411578,40mm,0
15370,-2.404074,-1.056045,303.029208,40mm,0
15371,2.148082,-0.945709,299.770583,25mm,0
15372,2.244275,1.392719,297.774581,30mm,0
15373,-2.511658,-2.931404,299.050483,30mm,0
15374,-2.965480,0.029261,302.873956,40mm,0
15375,-2.110947,2.216737,335.484579,40mm,1
15376,-2.044140,-2.590198,310.000000,25mm,1
15377,0.335225,1.197167,302.500532,40mm,0
15378,0.913098,-1.677461,301.304867,30mm,0
15379,0.716973,2.876891,301.614556,20mm,0
15380,0.462612,-2.123968,325.013780,40mm,1
15381,0.012113,-2.528431,302.104861,25mm,0
15382,-0.170432,0.764023,298.624561,20mm,0
15383,-2.286821,-0.963862,321.089683,30mm,1
15384,1.344175,2.572848,302.303200,40mm,0
15385,2.327684,-1.283086,321.340688,25mm,1
15386,0.030310,0.386914,299.836932,20mm,0
15387,-2.862865,1.872533,331.488494,20mm,1
15388,-0.480782,0.679700,301.897294,40mm,0
15389,0.887022,1.272432,300.458692,30mm,0
15390,-1.159343,1.045962,330.160102,40mm,1
15391,-0.187646,2.168100,297.029337,40mm,0
15392,-0.070684,-0.592711,306.592428,25mm,0
15393,1.295200,0.874367,299.518141,40mm,0
15394,-2.927818,-1.461272,334.358328,20mm,1
15395,-0.784315,2.597549,305.989169,40mm,0
15396,-2.598215,1.727055,297.851343,20mm,0
15397,1.103872,-1.230042,299.041728,30mm,0
15398,0.230179,2.479378,300.439203,20mm,0
15399,-0.177172,-1.906027,298.435142,40mm,0
15400,-0.925109,1.189460,327.940037,25mm,1
15401,-1.682614,-2.413814,310.000000,20mm,1
15402,2.218175,2.344993,298.889190,30mm,0
15403,-2.621105,0.560062,304.978038,40mm,0
15404,0.031745,2.646281,310.000000,25mm,1
15405,-2.273169,-2.963475,300.666803,30mm,0
15406,0.341599,-2.721791,298.675183,20mm,0
15407,1.272048,-0.690248,299.623532,25mm,0
15408,-2.348816,-0.926446,331.483306,30mm,1
15409,2.306828,-2.487787,298.239936,30mm,0
15410,-0.672524,0.845018,303.347525,40mm,0
15411,0.724989,-1.723068,327.964282,30mm,1
15412,-1.219820,2.559728,299.897440,40mm,0
15413,0.505401,1.442210,321.548494,25mm,1
15414,1.642001,1.567388,328.606301,25mm,1
15415,-2.612372,0.179179,297.489209,20mm,0
15416,-1.860209,-0.109214,323.086654,25mm,1
15417,0.543827,0.966086,299.506225,40mm,0
15418,2.730086,-1.284876,322.451950,20mm,1
15419,-2.780692,2.927195,323.434228,30mm,1
15420,-0.676693,2.454246,303.219510,20mm,0
15421,2.854991,0.347123,303.488257,30mm,0
15422,-1.807027,1.037723,328.863826,20mm,1
15423,-1.953994,-0.889262,322.929723,25mm,1
15424,-0.032985,2.948275,303.993558,30mm,0
15425,-1.545892,1.032963,323.079492,25mm,1
15426,0.918399,-1.363715,310.000000,20mm,1
15427,-0.704341,1.626938,344.471253,30mm,1
15428,1.538547,-1.467939,299.519715,30mm,0
15429,1.276097,-1.816844,300.674511,25mm,0
15430,1.438388,2.441874,335.071108,25mm,1
15431,2.176440,-2.923930,301.190334,25mm,0
15432,1.030689,-1.947966,331.278614,25mm,1
15433,-1.381076,1.950296,303.560156,30mm,0
15434,1.814278,2.306856,303.137080,40mm,0
15435,1.801949,0.747108,298.257140,30mm,0
15436,-2.006180,0.610158,314.581020,20mm,1
15437,1.186997,2.401585,301.572491,40mm,0
15438,1.915962,1.325603,329.723037,25mm,1
15439,1.308224,0.692420,315.753483,25mm,1
15440,0.740826,-1.490248,335.969607,30mm,1
15441,-1.085397,1.973493,301.070796,20mm,0
15442,0.973393,1.291934,304.424253,30mm,0
15443,2.027442,-2.155264,301.763023,20mm,0
15444,-0.506391,-2.398974,298.499653,25mm,0
15445,-0.726265,-1.183394,304.934336,40mm,0
15446,1.348853,1.602731,336.946258,20mm,1
15447,-0.557490,0.903449,300.345137,40mm,0
15448,-0.563925,2.908113,304.308352,20mm,0
15449,0.283972,-0.242304,302.233135,20mm,0
15450,1.983500,-0.867303,301.358544,25mm,0
15451,-0.764800,-2.587718,299.411594,20mm,0
15452,-1.068722,-2.536087,301.856327,25mm,0
15453,-1.006706,-0.961964,312.249369,25mm,1
15454,0.999397,-1.202833,297.575559,40mm,0
15455,-0.166070,0.668220,301.961876,20mm,0
15456,-1.436332,-2.643159,303.449581,30mm,0
15457,1.083427,-1.207393,328.518783,30mm,1
15458,-1.023659,-0.575017,297.125002,20mm,0
15459,-2.954585,-1.484952,301.304503,25mm,0
15460,-1.536040,1.153594,333.651653,40mm,1
15461,2.856424,-1.459011,302.718096,20mm,0
15462,0.927248,0.549817,314.322276,40mm,1
15463,2.274372,-0.572902,302.530429,25mm,0
15464,-2.051654,-0.577111,313.912248,40mm,1
15465,-1.911211,-0.196606,299.015739,20mm,0
15466,0.243811,0.824579,301.113930,25mm,0
15467,2.796129,-2.216194,303.042093,20mm,0
15468,-0.569089,0.576256,310.000000,20mm,1
15469,1.733057,-1.384667,312.350406,30mm,1
15470,-1.304020,0.856669,310.000000,30mm,1
15471,-0.547725,1.319638,297.957594,25mm,0
15472,1.650808,2.264448,316.246293,25mm,1
15473,2.300098,-0.025698,305.833399,30mm,0
15474,-0.036808,2.191378,298.400630,40mm,0
15475,0.728036,1.439171,298.038341,40mm,0
15476,1.936394,1.930474,301.844401,40mm,0
15477,-1.470906,2.982822,300.397353,40mm,0
15478,1.315205,0.296365,317.993673,20mm,1
15479,0.515425,-1.560492,301.083879,40mm,0
15480,2.874907,-0.740021,301.416096,20mm,0
15481,0.172649,1.329468,319.843035,20mm,1
15482,-0.706465,0.885471,299.639279,40mm,0
15483,-0.912188,-0.185638,299.899313,20mm,0
15484,-1.795143,-0.910747,325.735548,25mm,1
15485,0.256904,1.851239,301.204764,30mm,0
15486,2.619093,-2.844953,297.755397,30mm,0
15487,0.018411,-0.031990,298.900506,25mm,0
15488,-2.056586,1.143736,302.116341,30mm,0
15489,-0.654531,-1.820890,310.000000,25mm,1
15490,-2.946369,-1.269885,300.312539,25mm,0
15491,-1.701257,-1.123632,332.640460,20mm,1
15492,1.357217,-0.067305,301.132349,30mm,0
15493,0.723920,0.248861,327.094394,30mm,1
15494,1.197940,1.703635,341.414434,40mm,1
15495,-1.567223,-0.292564,300.369116,20mm,0
15496,1.168286,-0.322268,322.077061,20mm,1
15497,0.993381,-2.862588,318.335865,40mm,1
15498,-0.618187,1.557504,325.678067,25mm,1
15499,-0.165588,-0.994039,327.916076,25mm,1
15500,-1.961628,0.698373,301.696864,25mm,0
15501,-1.564828,0.254208,334.798330,30mm,1
15502,-2.314232,-1.253527,305.004982,25mm,0
15503,-2.288065,-1.526674,295.956778,20mm,0
15504,2.759006,-1.025180,301.953112,40mm,0
15505,0.453526,-1.548443,329.984069,30mm,1
15506,-2.142050,1.569064,298.936257,25mm,0
15507,2.908936,-1.842850,323.346230,20mm,1
15508,1.326247,-1.522940,338.077229,25mm,1
15509,2.060403,2.494480,319.707491,30mm,1
15510,0.439338,2.903076,299.580480,40mm,0
15511,-2.046965,2.685376,301.673088,20mm,0
15512,1.226589,0.879630,323.886652,20mm,1
15513,-1.761705,-0.379127,349.985672,40mm,1
15514,1.160175,1.120982,299.542676,25mm,0
15515,0.961086,2.345228,323.762974,20mm,1
15516,-1.458286,-2.874543,302.811479,40mm,0
15517,-0.642359,1.210050,303.130038,30mm,0
15518,0.981837,0.669405,318.668507,40mm,1
15519,-1.977234,1.649972,348.968803,20mm,1
15520,2.420953,-2.043370,353.526620,30mm,1
15521,2.374438,-0.677195,324.207389,25mm,1
15522,-1.990778,2.275981,300.766533,20mm,0
15523,-2.921988,-2.486949,302.482753,20mm,0
15524,1.748125,0.471078,312.721701,25mm,1
15525,-1.920082,-0.210473,299.364931,20mm,0
15526,-1.659525,-2.514919,302.273238,20mm,0
15527,-1.719263,1.859838,300.689279,20mm,0
15528,0.392833,-1.644284,302.303988,40mm,0
15529,1.937291,-1.903188,299.103692,40mm,0
15530,-1.772247,1.097024,300.574441,25mm,0
15531,0.966147,-0.915090,324.176155,25mm,1
15532,-2.021596,1.705482,299.541023,20mm,0
15533,2.573704,-2.862732,300.019900,30mm,0
15534,-0.584153,0.804598,301.401555,40mm,0
15535,-0.559171,-1.030601,303.378623,40mm,0
15536,0.752841,-1.537401,304.215711,30mm,0
15537,-0.484008,0.503961,311.866185,20mm,1
15538,2.037132,1.679781,302.549142,20mm,0
15539,-2.509908,1.250788,296.804015,40mm,0
15540,0.293237,-0.720126,302.385144,40mm,0
15541,-0.995527,0.280812,298.323114,25mm,0
15542,-1.496184,-1.299675,321.632779,40mm,1
15543,-0.366781,2.424847,328.967506,20mm,1
15544,-2.455952,1.787035,299.724905,20mm,0
15545,-2.106025,0.662780,298.666062,40mm,0
